x,Curve3
2.79816,2.819
2.87775,4.1941
2.88446,2.0151
2.95353,5.4545
2.98636,2.6215
3.06693,6.6228
3.10706,3.1819
3.15393,7.6767
3.2164,3.5818
3.23708,8.5013
3.27675,3.8562
3.34836,4.0388
3.36168,9.417
3.46338,9.5189
3.4839,4.0255
