x,Curve1
0.13192,1.6092
0.13984,3.1264
0.20844,2.4483
0.21635,4.6207
0.2744,3.1954
0.27968,5.8736
0.34828,6.8851
0.36675,3.931
0.41951,7.7471
0.43798,4.4943
0.47492,8.3563
0.49075,4.8161
0.53297,8.931
0.54352,5.023
0.61212,5.1839
0.63323,9.4598
0.70183,9.6667
