x,Curve1
0.77526,2.7454
0.77652,4.5936
0.84271,4.4479
0.85172,2.6917
0.89271,2.9831
0.92245,4.2255
0.9231,2.6764
0.96769,3.2669
0.99445,2.6227
0.99532,3.9034
1.05904,2.6227
1.06822,3.6273
1.1292,3.3052
1.13045,2.6457
1.17389,4.0337
1.20211,3.0521
1.20357,2.6917
1.26658,2.8681
1.30846,4.4709
1.33622,2.7991
1.39522,4.5706
