x,Curve1
0.03493,0.5
0.06602,0.7462
0.07738,0.4154
0.08346,0.9846
0.10826,0.5385
0.12862,1.4846
0.1444,0.7462
0.14765,1.6538
0.21006,2.2846
0.21136,1.0462
0.28261,2.8615
0.29048,1.4846
0.33444,3.2846
0.3592,1.8154
0.39304,3.6769
0.42619,2.1308
0.42926,3.9308
0.49474,2.3615
0.50288,4.1385
0.56798,4.3462
0.57189,2.6385
0.63505,2.7077
0.64164,4.5769
0.70159,2.7615
0.70645,4.6154
