x,Curve1
2.69619,0.5967
2.7427,0.9868
2.81323,0.5191
2.84197,1.7517
2.89302,0.7558
2.94115,2.4399
2.99158,0.9463
3.03813,3.0363
3.09922,3.3803
3.15111,1.389
3.16462,3.8162
3.26127,4.1599
3.32304,1.7091
3.43127,4.6025
3.49474,1.8378
