x,Curve1
0.78111,3.5019
0.7839,5.5437
0.91626,3.4106
0.91637,3.73
0.91687,5.1559
0.98952,4.7681
1.06002,4.1521
1.0639,3.3422
1.20546,3.7414
1.20803,5.1559
1.20949,3.3878
1.34333,5.5095
1.34472,3.5247
