x,Curve1
2.81001,0.7901
2.81037,1.4656
2.98102,1.5
2.98508,3.0687
3.15518,2.0725
3.15651,4.5573
3.32603,2.4962
3.32758,5.3817
3.49516,5.7023
3.49675,2.6679
