x,Curve1
1.54005,3.3536
1.54754,5.4753
1.5498,3.73
1.66091,3.308
1.66189,5.1559
1.67408,4.1407
1.80169,4.8251
1.90633,4.1863
1.90979,4.711
1.91833,2.8289
2.03387,4.7452
2.15785,4.5856
2.15963,1.9278
2.16007,2.7719
2.27742,2.0989
2.27835,3.8555
2.39135,0.9924
2.46196,2.1673
2.51835,0.5133
