x,Curve1
1.43715,2.08503
1.47849,1.55823
1.55648,2.04067
1.59597,1.48614
1.66686,1.40296
1.7245,1.64695
1.78031,1.83549
1.80306,1.22551
1.84749,1.71904
1.91125,1.1146
1.99114,1.53604
2.02694,0.92606
2.02831,1.73013
2.11616,1.35305
2.15383,0.72643
2.15514,1.61922
2.24682,1.07024
2.26338,1.41959
2.26392,0.55453
2.33249,1.20333
2.37191,0.7597
2.38705,0.39926
2.42588,0.90943
2.46342,0.49908
2.50438,0.58226
2.51394,0.19963
2.56606,0.32163
