x,Curve1
2.77317,0.62606
2.81786,0.31993
2.89854,0.44667
2.94619,1.16272
3.00095,0.58424
3.07732,1.47215
3.136,0.74918
3.23437,1.74236
3.2469,0.81998
3.32736,0.8745
3.37813,1.91829
3.47295,0.93374
3.49768,1.97787
