x,Curve1
0.14818,0.47556
0.18456,0.80953
0.2123,0.71068
0.2822,1.21973
0.30095,0.95109
0.38043,1.16965
0.40138,1.58593
0.49669,1.41533
0.50078,1.82078
0.57421,1.97363
0.60703,1.49667
0.65849,2.03873
0.68981,1.53438
0.69988,2.05485
