x,Curve1
0.1442,2.5188
0.14612,1.636
0.21391,2.3797
0.21761,3.6767
0.28618,3.061
0.29132,4.6939
0.35061,5.3593
0.42254,4.1968
0.4334,6.1893
0.49528,6.6594
0.49538,4.6125
0.56635,6.8953
0.57063,4.9189
0.63945,7.1938
0.65051,5.0925
0.70648,7.289
0.71338,5.1095
