x,Curve1
2.71969,1.2362
2.80504,1.0119
2.81753,2.5186
2.89325,3.6034
2.89475,1.536
2.98456,4.6296
2.99287,1.8929
3.0615,5.4389
3.0675,2.3575
3.15398,2.7437
3.17277,6.2884
3.23564,6.8118
3.26012,3.022
3.32835,3.201
3.33393,7.1293
3.39079,7.2784
3.41192,3.3803
3.46726,7.3296
3.48472,3.392
