x,Curve1
1.42041,5.1203
1.54971,7.0821
1.55012,5.0521
1.65293,4.7768
1.6594,6.7773
1.66148,5.6736
1.77295,4.4228
1.79034,6.0588
1.79315,6.3741
1.9034,3.9605
1.91354,5.823
1.91589,6.3848
2.02839,6.4052
2.03074,5.1537
2.03404,3.3996
2.14776,2.7696
2.1482,4.3463
2.15519,6.0709
2.27174,2.12
2.27637,5.0961
2.28288,3.4504
2.32697,1.7656
2.39065,2.3572
2.39493,3.7073
2.52434,1.9836
2.52577,1.2248
