x,Curve1
0.06669,0.6491
0.07584,1.2116
0.1294,2.2316
0.14182,1.2089
0.17386,1.6668
0.17575,2.7482
0.20167,3.1767
0.26172,4.0483
0.28126,2.566
0.34069,4.7413
0.35633,3.1554
0.40316,5.435
0.42751,3.6265
0.49047,4.0832
0.49257,6.0682
0.57245,6.3168
0.60695,4.582
0.6424,6.3879
0.6873,4.6082
