x,Curve1
0.76742,4.6285
0.7799,6.4948
0.85269,4.4045
0.85685,6.3156
0.87348,4.8375
0.93172,6.0319
0.97539,4.3
0.98787,5.9872
0.99203,5.3003
1.06274,4.2253
1.0669,5.6437
1.12721,4.2403
1.13761,5.2556
1.16672,6.0021
1.20208,4.2851
1.23743,6.2559
1.24575,4.9271
1.27279,4.509
1.32686,6.4201
1.34558,4.5986
1.39965,6.5097
1.40381,4.6434
