x,Curve1
2.80151,0.7927
2.80239,2.079
2.89309,1.1816
2.90031,3.111
2.98341,4.0233
2.98767,1.6452
3.06449,1.9743
3.08412,4.831
3.16121,5.5638
3.16496,2.4379
3.24707,6.207
3.25355,2.767
3.33033,3.0511
3.35622,6.4463
3.43941,3.1857
3.44167,6.4762
3.50357,6.536
